"A.occurrences","B.occurrences","A.coverage","B.coverage"
2,0,87,83
1,0,87,70
0,19,95,73
1,0,86,85
0,2,72,79
1,0,92,77
0,2,80,80
1,0,69,78
1,0,89,67
10,41,82,78
1,0,90,71
20,5,94,81
5,0,77,88
50,36,90,78
1,0,96,82
34,39,66,82
0,1,91,77
1,0,83,91
0,1,78,83
4,0,76,72
1,0,101,67
0,1,64,97
1,0,89,79
2,0,80,90
0,1,90,72
0,1,90,93
39,49,71,88
4,0,82,76
0,1,95,70
1,0,77,81
0,1,62,66
0,3,87,77
0,1,89,102
0,10,82,70
32,43,87,74
1,0,90,79
16,2,80,83
41,41,77,79
44,43,78,90
1,0,94,97
0,25,78,78
3,0,107,94
6,3,93,93
1,0,109,62
0,2,100,87
11,1,65,87
6,0,83,86
0,23,97,90
0,1,91,94
0,4,100,93
1,0,83,73
0,1,87,90
1,0,89,82
1,0,81,80
0,1,73,84
26,2,77,63
0,1,68,77
0,1,92,84
1,0,83,90
1,0,84,90
1,0,85,90
0,1,85,84
1,0,80,89
0,1,72,95
41,41,100,92
0,17,90,71
1,0,76,83
2,0,77,89
1,0,90,92
0,3,76,86
0,14,73,68
19,27,95,62
1,0,87,62
1,0,86,75
1,0,69,85
0,2,97,83
1,0,88,68
1,0,83,90
43,46,78,85
2,0,86,90
1,0,81,75
1,0,88,81
0,1,69,97
2,0,83,78
2,0,94,86
44,51,78,86
3,0,80,83
0,1,85,75
1,0,85,86
1,0,78,88
1,0,88,84
1,0,99,89
1,0,107,84
1,0,80,85
1,0,94,92
0,1,67,92
1,0,92,71
5,0,70,89
0,1,76,86
0,4,81,85
1,0,81,82
1,0,87,78
1,0,66,77
2,0,98,81
1,0,87,84
4,0,97,87
0,1,105,92
1,0,72,86
41,44,87,89
1,0,98,75
0,1,72,94
1,0,93,89
1,0,76,85
1,0,77,70
0,1,82,78
0,1,87,83
1,0,50,75
1,0,99,98
0,1,79,74
2,0,78,83
0,16,90,92
0,1,77,71
1,0,81,79
1,0,70,84
0,1,95,89
31,32,75,72
1,0,80,89
0,1,84,82
0,1,93,65
1,0,79,87
0,1,72,108
1,0,72,88
1,0,77,62
1,0,82,89
1,0,78,86
0,2,71,92
1,0,88,88
2,0,73,86
2,0,75,74
0,1,77,77
0,1,99,85
4,0,90,76
0,1,82,73
0,2,89,91
0,1,65,75
49,45,93,84
42,38,84,69
7,0,72,85
1,0,72,84
1,0,88,86
0,1,89,82
0,1,83,85
0,26,94,76
3,0,90,73
1,0,82,84
27,0,87,72
0,1,75,78
0,1,91,69
0,13,72,80
0,1,82,82
1,0,97,96
1,0,72,77
1,0,85,78
1,0,85,103
1,0,95,85
7,0,82,80
3,0,91,77
43,35,89,78
2,0,85,83
0,25,77,75
0,1,83,84
54,37,99,77
0,1,79,77
1,0,76,76
2,0,83,78
1,0,98,91
0,26,88,86
45,40,91,81
1,0,84,81
3,0,111,69
4,3,71,87
2,0,76,92
1,0,66,80
0,1,68,98
1,0,77,96
51,43,108,79
0,1,96,87
0,1,81,71
1,0,83,86
0,1,87,87
43,39,72,80
1,0,69,76
0,2,78,76
1,0,93,71
2,0,98,76
0,1,83,80
0,2,82,82
44,42,87,72
1,0,81,78
0,2,91,81
0,2,84,92
2,0,90,72
0,3,87,77
5,0,106,74
41,36,72,84
1,0,96,72
1,0,89,92
0,1,83,88
1,0,88,106
47,43,93,90
28,2,79,80
49,46,91,97
1,0,81,77
2,0,91,79
2,0,88,88
0,4,93,81
1,0,89,94
38,40,83,89
1,0,78,84
1,0,71,86
1,0,115,103
1,0,97,85
2,0,75,83
1,0,71,83
1,0,88,82
1,0,79,74
44,50,90,97
1,0,96,83
1,0,85,71
0,1,83,98
0,1,82,75
41,35,80,85
10,0,89,101
2,0,75,87
3,0,113,73
3,0,89,84
0,1,86,74
50,55,97,106
2,0,97,74
13,54,65,102
43,43,78,87
0,5,84,79
1,0,99,98
38,44,83,79
1,0,68,88
1,0,69,78
0,13,88,98
0,1,85,80
1,0,80,80
41,42,81,89
4,0,100,73
1,0,75,92
1,0,77,72
1,0,81,91
1,0,80,76
0,3,83,74
0,1,86,101
0,3,83,87
0,3,93,66
1,0,69,83
0,1,75,67
1,0,79,76
1,0,73,83
1,0,78,82
2,0,96,83
1,0,73,89
54,34,100,76
8,0,88,89
0,1,77,79
26,5,80,82
0,2,61,74
1,0,90,94
19,38,88,89
32,4,104,76
0,1,96,91
0,1,70,80
18,39,109,93
2,0,76,77
7,0,95,83
0,19,87,92
0,1,86,84
0,1,77,93
1,0,84,80
47,35,81,72
0,5,77,76
0,1,83,85
1,0,96,83
1,0,82,87
0,1,81,76
0,1,81,78
1,0,89,88
0,1,66,74
4,0,90,90
0,2,94,85
2,0,110,79
0,2,92,91
28,46,82,90
1,0,85,81
0,1,90,81
4,0,93,93
2,0,70,75
0,17,80,93
1,0,89,76
0,1,75,75
7,0,103,104
49,34,90,83
1,0,71,92
1,0,79,78
2,0,87,69
3,0,105,89
1,0,96,83
1,0,66,82
0,3,76,70
0,2,91,102
5,0,88,75
5,0,69,83
0,2,81,94
0,1,87,76
0,3,83,71
2,0,99,91
2,0,85,69
0,6,72,78
0,20,86,98
1,0,90,85
4,0,81,74
0,1,105,78
1,0,79,67
1,0,70,85
2,0,84,85
0,1,74,93
0,5,93,75
39,45,91,82
1,0,78,85
1,3,73,67
0,1,78,82
8,0,95,75
1,0,88,96
0,1,77,80
2,0,80,69
2,0,83,76
1,0,69,60
3,0,73,84
1,0,81,100
0,1,81,86
0,1,76,81
0,6,85,69
1,0,84,97
0,24,88,94
1,0,80,85
1,0,95,74
0,1,98,92
0,5,84,88
1,0,90,64
46,49,90,85
44,47,94,92
0,6,84,85
37,35,79,85
0,1,93,83
1,0,86,67
0,1,77,76
1,0,94,74
50,33,84,79
1,1,78,87
0,2,88,74
0,1,76,89
0,12,72,73
2,0,95,74
26,5,83,83
42,36,91,93
0,11,88,91
1,0,63,99
1,0,78,69
0,2,92,70
0,1,68,80
0,4,93,85
1,0,82,84
0,1,73,76
4,0,84,80
2,0,76,66
0,1,100,91
0,1,89,75
0,1,71,83
1,0,93,81
0,16,90,80
0,2,77,87
1,0,84,96
0,1,90,74
1,0,86,93
0,1,87,88
0,1,76,65
0,1,75,82
1,0,73,85
1,0,83,91
4,0,63,71
2,0,84,80
1,0,64,85
0,1,74,69
8,0,87,81
1,0,84,75
6,0,77,90
1,0,84,81
0,1,79,66
64,47,113,80
4,0,107,78
0,1,67,87
1,0,85,81
2,0,73,78
45,41,96,89
1,0,95,82
0,1,91,88
4,0,73,91
1,0,94,81
4,0,88,105
38,38,81,66
0,6,73,83
1,0,80,91
0,1,87,76
1,0,68,73
0,2,82,72
0,1,82,84
1,0,83,85
0,2,83,89
0,7,83,80
0,13,89,96
0,1,67,99
1,0,107,74
0,6,83,70
1,0,75,88
0,1,70,84
4,0,81,75
1,0,62,96
3,11,71,85
1,0,85,70
12,31,85,76
1,0,66,83
0,1,77,91
38,42,70,83
1,0,80,94
1,0,92,81
0,1,95,73
0,4,86,71
1,0,95,81
0,2,73,85
1,0,77,84
1,0,90,79
0,1,76,83
1,0,80,73
1,0,81,74
1,0,96,82
0,1,76,72
1,0,74,70
0,19,79,85
4,0,70,72
2,0,91,94
0,1,96,81
1,0,86,99
0,1,101,81
2,0,70,87
1,0,79,64
1,0,88,94
4,5,84,82
1,0,105,87
35,42,84,84
1,0,78,76
1,0,96,87
0,1,79,99
0,2,83,92
0,1,80,92
2,0,82,97
0,6,77,85
0,5,78,92
0,2,80,89
0,2,90,87
10,46,92,98
1,0,62,92
1,0,82,94
0,1,91,81
0,9,89,91
5,1,89,91
1,0,86,88
0,1,106,110
1,0,89,84
41,45,76,87
44,33,79,71
1,0,85,79
0,1,73,74
44,41,85,98
0,18,90,75
1,2,85,87
1,0,95,102
0,1,95,99
2,0,64,73
9,0,77,80
1,0,79,84
58,40,91,76
33,49,68,87
1,0,83,83
1,0,78,81
49,39,88,83
0,3,87,79
1,0,80,83
0,2,106,93
29,45,61,93
0,2,74,82
41,44,81,98
0,2,76,73
0,1,89,88
1,0,95,85
1,0,83,87
2,4,77,85
1,0,109,96
0,1,75,86
46,42,81,88
1,0,93,99
0,1,85,80
0,10,82,87
0,1,71,85
1,0,91,92
2,0,88,86
1,0,84,67
1,0,82,81
34,39,67,79
0,2,75,75
0,2,87,76
0,1,78,90
1,0,73,69
3,0,89,67
9,0,75,93
1,0,80,66
1,0,87,74
0,1,81,87
0,1,73,88
2,0,73,76
9,14,81,70
1,0,74,74
1,0,63,84
10,0,79,91
1,0,79,69
47,45,77,82
36,35,82,85
39,44,79,86
1,0,90,83
0,5,83,71
0,1,89,98
2,0,71,78
1,0,86,73
1,0,88,79
0,1,82,91
0,22,79,99
2,0,68,80
0,1,77,88
1,0,74,79
15,34,74,87
0,33,74,105
2,0,88,93
1,2,87,94
4,0,86,80
2,0,95,76
0,1,73,92
0,2,64,98
1,0,74,76
42,47,91,95
32,5,96,97
0,2,89,81
0,2,80,94
46,33,82,78
3,0,78,87
0,1,94,74
0,1,95,71
0,5,85,84
2,0,83,77
1,0,71,90
1,0,74,80
29,39,70,78
2,0,74,81
1,0,74,78
0,1,82,86
1,0,76,76
2,0,103,97
0,1,75,85
0,1,66,83
1,0,87,98
0,1,94,79
2,0,85,74
1,0,87,76
2,0,93,86
1,0,80,78
0,25,84,94
6,1,94,92
0,1,85,76
1,0,97,84
0,2,87,87
1,0,73,67
1,0,95,83
0,1,95,85
3,0,77,84
1,0,90,75
2,0,85,85
1,0,91,80
6,3,84,88
1,0,78,71
41,42,82,87
1,0,87,97
0,8,74,85
0,1,90,87
1,0,77,63
5,1,81,79
23,2,73,79
1,0,75,89
46,38,82,75
22,6,84,81
6,11,86,78
1,0,62,84
1,0,80,78
0,1,73,74
0,1,82,81
0,1,90,67
1,0,92,71
0,1,86,85
1,0,96,90
1,0,76,81
44,43,96,75
44,44,85,93
33,36,69,79
16,6,90,90
6,0,77,77
3,0,81,90
0,1,77,81
0,24,90,76
1,0,72,88
2,1,102,87
0,1,100,84
2,2,76,84
41,43,70,79
3,0,71,80
1,0,82,103
2,0,81,87
2,0,115,82
1,0,79,74
1,0,71,82
2,0,90,79
6,0,84,93
1,0,82,92
1,0,82,76
10,2,92,79
1,0,82,89
0,24,86,93
0,12,88,81
41,42,76,83
2,0,85,68
0,1,92,81
6,2,73,95
1,0,88,96
1,0,63,70
0,1,74,73
0,6,82,77
39,36,84,78
1,0,98,105
2,0,91,73
51,44,98,93
6,2,79,92
0,1,72,89
2,0,84,72
1,0,87,66
0,1,94,89
0,1,74,90
0,1,97,64
1,0,63,96
2,0,70,76
0,2,76,88
1,0,77,80
0,3,88,80
2,0,97,83
34,30,76,72
0,1,94,82
7,0,94,84
0,2,79,79
4,0,78,81
2,0,84,81
1,0,97,84
0,5,82,87
24,28,82,76
3,0,89,91
1,0,65,88
1,0,78,80
1,0,86,80
1,0,89,70
0,3,94,90
0,1,83,71
2,0,97,90
0,7,99,63
44,39,93,85
0,16,92,74
0,3,85,90
39,30,81,71
2,0,79,77
1,1,71,94
1,0,84,88
3,18,100,79
2,1,81,82
0,1,69,81
2,0,65,78
1,0,88,87
2,0,73,90
0,2,68,82
0,2,79,76
2,0,75,80
43,33,77,65
1,0,85,85
1,0,77,87
0,3,82,80
1,0,95,99
2,0,83,88
0,1,81,92
1,0,86,83
1,0,70,80
2,0,87,99
0,1,65,81
0,1,80,67
3,0,79,93
31,3,91,86
1,0,71,96
2,0,94,88
1,0,84,91
1,0,93,90
0,19,91,85
44,40,86,85
2,0,72,72
1,0,81,68
0,1,89,79
1,0,85,81
2,2,73,78
3,0,75,99
0,1,82,107
3,0,63,91
1,0,88,93
2,0,89,73
1,0,82,83
1,0,80,81
3,0,85,94
2,0,84,86
1,0,85,79
0,11,76,84
4,0,99,87
1,0,71,84
1,0,84,68
0,1,79,79
1,0,67,77
9,0,78,93
0,1,75,90
1,0,91,83
1,0,80,74
3,0,98,84
1,0,87,88
2,19,85,81
4,0,90,68
0,1,96,69
0,2,70,85
0,2,77,85
46,45,89,93
0,2,71,78
1,0,79,94
1,0,86,82
18,36,82,76
1,0,88,69
4,4,70,83
1,0,83,84
1,0,89,96
4,0,91,83
1,0,86,90
0,2,82,86
1,0,88,80
32,39,79,79
1,0,96,80
0,1,87,98
1,0,81,91
1,0,81,81
1,0,101,92
0,2,93,70
1,0,84,79
3,0,98,88
1,0,99,76
1,0,74,89
1,0,76,81
1,0,70,76
43,59,82,108
0,3,87,101
3,0,84,85
2,23,80,80
0,1,90,98
0,1,83,63
2,0,91,89
3,0,82,94
2,0,85,69
0,1,93,93
1,0,83,91
4,0,96,78
4,0,76,90
1,0,82,70
2,0,91,77
1,0,93,76
0,2,74,77
0,1,61,90
28,36,72,94
1,0,91,84
1,0,90,76
1,0,65,82
1,0,68,66
0,1,91,65
1,0,83,92
1,0,80,77
1,0,87,97
0,1,82,84
1,0,82,83
0,1,80,84
2,0,87,115
1,0,71,86
0,2,75,86
1,0,65,70
0,2,67,78
0,4,87,89
0,1,83,94
0,2,66,82
2,2,81,81
1,0,75,88
0,2,72,77
0,2,70,88
0,1,88,77
6,0,84,87
3,0,91,68
0,2,76,87
1,0,84,87
0,3,83,88
0,2,80,80
0,1,89,80
0,9,81,76
1,0,70,93
0,1,91,74
31,3,97,94
2,0,95,83
50,31,96,75
1,0,88,67
1,0,88,77
0,1,60,87
1,0,76,69
3,0,87,77
7,0,85,77
0,1,71,77
2,0,84,85
1,0,99,86
0,3,85,99
1,0,84,84
0,2,92,79
3,0,83,88
0,3,77,103
0,2,74,91
0,2,80,75
2,0,101,86
36,37,72,80
35,40,72,86
10,36,94,75
1,0,85,85
0,14,68,82
1,0,70,72
1,0,98,85
0,1,70,88
3,0,102,91
0,1,74,90
1,0,79,90
1,0,88,86
2,0,78,79
1,0,83,85
0,2,84,94
4,0,92,87
3,0,83,87
1,0,88,57
0,1,73,97
4,0,78,87
1,1,77,85
1,0,102,96
3,1,83,88
1,0,79,75
2,0,83,74
0,1,77,94
0,4,90,86
0,1,83,85
6,0,79,83
1,0,98,84
1,0,84,76
3,4,105,86
1,0,76,72
1,0,92,71
0,2,82,77
4,0,66,79
1,0,64,87
0,1,76,90
1,0,85,70
0,3,83,84
1,0,92,86
1,0,81,64
6,19,94,70
0,7,59,79
1,0,70,80
0,1,79,103
1,0,81,84
0,2,89,96
1,0,70,57
2,3,86,85
3,0,83,87
1,0,87,81
13,2,87,69
0,18,61,97
0,13,79,88
0,26,63,75
1,0,76,82
0,11,69,81
1,0,90,84
0,1,75,93
38,45,98,76
40,31,84,69
1,0,73,69
1,0,90,91
4,0,76,94
2,0,73,91
0,1,74,82
1,0,79,93
1,0,94,100
1,0,89,91
2,0,79,82
0,2,98,78
0,16,99,98
39,35,79,70
0,2,75,75
1,0,70,89
2,0,80,87
2,0,76,81
1,1,75,88
1,0,79,77
38,36,82,69
6,0,88,84
1,0,92,78
5,0,87,92
1,0,71,62
1,0,82,81
1,0,87,77
3,0,82,90
2,0,89,95
0,5,87,92
0,1,105,80
2,0,96,79
37,40,77,81
0,1,87,82
46,39,81,84
0,1,90,90
0,1,73,74
0,10,77,89
0,3,84,80
1,0,74,68
2,0,72,76
0,1,83,92
0,1,89,84
1,0,105,96
1,0,81,84
0,1,78,91
21,6,106,70
1,0,80,86
15,38,87,73
0,1,84,92
6,0,69,80
1,0,82,73
0,1,64,82
0,1,91,81
1,0,86,81
0,8,80,87
2,0,79,70
0,3,85,96
0,3,82,89
2,0,79,74
0,2,66,89
1,0,92,65
0,1,83,72
3,0,68,91
1,0,80,87
1,0,63,80
2,0,79,75
1,0,81,92
43,47,81,94
8,0,79,98
11,0,98,85
13,33,80,78
16,44,88,89
0,2,84,86
2,0,72,76
0,1,82,90
0,1,69,94
0,1,87,87
45,43,92,86
0,26,67,94
2,0,66,89
2,0,77,80
3,0,75,85
1,0,83,93
25,1,93,75
1,0,77,64
1,0,69,87
1,0,84,88
0,1,91,90
1,1,85,97
1,0,77,80
1,0,81,91
43,46,85,85
0,2,87,95
0,2,85,77
0,1,100,83
50,53,94,98
1,0,77,88
2,0,94,70
0,1,73,83
1,0,86,63
2,0,94,85
1,0,79,81
0,3,85,89
1,0,102,91
3,0,87,80
1,0,73,92
0,1,84,74
0,2,70,104
1,0,84,76
0,1,89,89
2,0,81,78
0,11,69,101
0,1,79,92
0,1,73,87
0,2,77,88
1,0,71,82
0,1,79,94
1,0,90,64
2,0,88,82
34,39,73,78
1,0,85,74
1,0,92,84
0,2,81,80
1,0,88,84
0,1,94,99
2,0,89,78
1,0,84,73
1,0,72,85
2,0,82,70
1,0,67,90
1,0,110,100
8,0,80,85
0,1,90,68
0,2,76,72
0,2,101,78
1,0,77,99
0,4,81,79
0,1,79,85
0,1,74,89
0,8,69,82
56,38,93,82
2,0,95,95
44,43,84,87
2,0,78,91
3,0,76,82
0,9,92,99
0,1,67,76
1,0,92,75
1,0,91,77
0,2,88,79
0,1,80,88
0,4,74,86
1,0,69,85
1,0,66,70
0,2,100,91
0,18,77,79
0,3,76,82
0,1,71,70
2,0,83,82
7,0,90,97
1,0,67,80
0,1,66,86
1,0,92,80
0,3,91,70
1,0,73,82
2,0,67,63
0,1,70,85
45,40,81,72
2,0,74,84
1,0,90,65
1,0,85,91
1,0,88,82
1,0,87,91
1,0,83,83
0,2,87,83
0,1,82,100
1,0,85,86
2,0,74,96
41,56,91,99
0,1,76,92
14,34,76,67
1,0,90,71
0,1,71,90
1,0,77,84
0,2,102,78
0,1,71,73
0,1,87,87
0,2,84,91
1,0,66,88
5,0,68,80
1,0,85,80
2,0,88,83
0,1,75,90
1,0,85,102
1,0,77,87
2,8,76,80
0,27,79,87
3,0,93,68
0,2,94,81
0,1,58,87
1,0,77,91
1,0,79,97
1,0,83,76
1,0,84,72
0,2,74,97
0,5,90,71
0,2,69,83
0,2,75,60
3,0,80,81
0,19,87,99
28,3,75,90
0,1,77,69
2,0,86,82
1,0,75,83
8,4,89,90
0,1,83,69
1,0,77,82
0,5,105,91
0,2,90,93
0,1,88,74
2,0,79,82
1,0,77,71
0,2,81,79
0,15,90,82
1,0,89,88
4,2,83,85
7,0,79,82
1,0,88,96
0,1,90,91
1,0,89,94
0,7,76,94
0,13,88,83
1,0,92,90
0,1,88,76
1,0,87,91
0,1,85,89
0,2,84,83
0,1,85,87
0,2,85,97
10,0,85,90
1,0,91,105
1,0,90,83
1,0,86,79
0,1,89,89
0,1,103,79
5,0,74,84
2,0,71,81
0,1,70,83
9,44,77,89
1,0,74,82
40,39,76,80
0,1,85,92
0,1,77,90
1,0,79,85
0,1,86,70
0,1,87,98
0,1,94,71
0,1,82,89
4,0,81,73
1,0,93,81
45,45,106,86
1,0,78,108
0,1,78,76
1,0,75,65
1,0,84,79
1,0,90,92
1,0,91,88
42,54,83,92
9,4,98,98
0,1,83,73
10,0,89,79
4,0,94,93
3,0,79,67
4,0,72,94
4,0,100,69
2,0,96,70
0,7,99,74
0,1,90,86
49,39,100,78
1,0,78,81
0,1,85,78
11,1,70,78
1,0,76,83
0,4,100,82
2,0,87,71
0,1,92,84
1,0,74,93
1,0,74,75
1,0,91,77
0,1,83,77
36,42,86,86
0,1,77,72
1,0,86,77
1,0,82,103
1,0,91,91
1,0,81,81
0,1,88,79
1,0,95,89
0,2,69,77
2,0,79,83
0,1,77,89
0,1,78,73
42,55,77,96
1,0,90,69
2,0,96,98
1,0,95,78
1,0,90,85
1,0,89,79
1,0,67,81
3,0,92,85
0,9,85,73
1,0,87,97
1,0,84,77
42,47,82,86
0,2,74,79
0,2,73,65
0,1,83,86
0,8,84,87
0,3,99,79
1,0,69,68
1,0,76,78
0,2,91,79
4,0,98,77
0,9,92,98
0,1,83,78
3,0,96,84
1,0,95,84
0,1,82,77
1,0,84,86
1,0,78,87
0,1,90,74
2,0,76,92
2,0,94,75
45,37,82,77
2,0,95,80
1,0,81,83
1,0,69,83
0,1,89,94
1,0,84,96
47,31,93,73
1,0,87,96
43,50,93,105
42,47,77,92
37,41,71,83
1,0,87,73
0,4,83,86
21,5,99,74
36,36,78,81
0,20,106,83
3,2,81,88
0,1,91,78
0,2,82,96
1,0,94,79
0,1,77,68
1,0,86,68
0,1,76,89
7,0,76,65
0,2,89,83
0,6,77,78
1,0,80,84
1,0,90,80
1,0,96,82
2,0,78,101
1,0,94,75
2,0,75,94
2,0,73,87
1,0,83,105
0,1,82,91
0,1,90,75
44,47,87,84
0,1,93,78
0,7,63,94
1,0,95,89
1,0,78,81
3,0,77,93
41,34,82,74
0,27,82,86
0,2,67,84
0,15,92,81
1,0,84,83
1,0,77,97
20,5,75,77
1,0,84,83
1,0,66,75
1,0,98,88
15,40,86,81
1,0,84,85
0,1,80,87
0,10,105,92
1,0,89,90
0,1,77,77
0,5,85,86
2,0,87,87
3,0,75,90
2,0,65,94
0,1,78,93
2,0,96,85
11,45,72,83
1,0,106,82
0,1,105,80
1,0,92,72
0,2,84,72
3,15,88,86
0,2,81,91
43,46,74,87
36,35,80,77
0,1,94,73
0,1,86,96
0,7,89,75
7,25,97,81
0,18,78,92
1,0,79,77
1,0,95,75
0,1,88,84
1,0,90,97
1,0,90,84
0,1,79,84
0,1,87,70
0,1,77,83
47,48,93,83
0,1,83,64
2,0,82,97
37,36,81,69
0,6,68,94
53,46,99,79
1,0,85,85
2,0,93,84
1,0,89,84
1,0,95,77
0,1,77,93
1,0,92,81
0,1,69,66
0,2,74,86
0,1,78,102
0,15,76,78
40,38,88,87
1,0,70,73
0,3,84,80
3,0,82,81
2,0,76,92
0,1,86,86
1,0,101,77
4,0,86,77
3,7,66,97
16,2,85,86
1,0,91,78
0,10,82,98
0,4,116,82
0,8,86,83
2,0,74,84
1,0,95,73
41,31,86,90
1,0,72,64
0,1,88,77
2,0,83,96
1,0,71,83
0,1,80,71
43,47,85,86
35,34,79,73
0,1,81,87
26,44,69,82
1,0,74,91
3,0,87,76
0,2,87,91
2,0,98,91
0,7,88,87
3,0,80,84
23,4,63,95
3,0,68,84
0,4,75,113
1,0,80,90
0,1,81,83
1,0,81,78
1,0,92,77
1,0,92,78
6,0,88,74
0,2,83,102
0,1,81,88
2,0,84,91
1,0,76,76
8,1,83,97
0,1,100,70
1,0,82,81
55,38,94,81
1,0,91,80
1,0,79,74
4,0,76,100
1,0,77,93
1,0,96,78
54,35,94,75
3,0,94,93
1,0,78,76
1,0,90,95
0,1,71,83
42,52,79,88
38,39,76,77
1,0,84,88
1,0,81,97
0,1,75,78
1,0,89,77
51,29,88,65
31,3,85,90
0,2,81,85
2,0,82,79
8,0,61,83
1,0,82,77
0,25,85,88
1,0,74,84
0,3,97,105
2,0,96,97
37,29,80,68
1,0,89,86
0,1,83,60
0,1,89,71
1,0,93,87
18,42,76,88
5,3,84,88
0,2,70,76
1,0,78,74
0,1,87,87
2,0,83,86
1,0,86,89
0,1,69,94
1,0,86,68
1,0,70,92
3,0,79,75
0,1,94,93
1,0,88,86
2,0,82,94
1,0,96,92
17,36,82,76
0,6,79,70
0,1,77,61
0,2,92,83
2,0,87,86
0,1,87,95
1,0,93,75
0,1,84,75
1,0,94,82
2,0,79,72
1,0,101,89
2,0,79,81
8,0,91,85
1,0,89,92
0,1,102,65
1,0,83,80
45,28,80,66
2,0,78,80
3,0,63,74
1,0,78,92
1,0,79,93
4,0,75,79
1,0,86,103
0,1,88,97
1,0,81,68
1,0,84,74
1,0,81,75
2,0,85,81
2,0,91,92
47,36,92,72
0,2,85,78
1,0,83,84
2,0,83,67
1,0,94,95
0,1,78,69
1,0,87,81
0,1,88,69
40,30,78,67
0,1,98,83
1,0,91,76
35,43,78,87
0,1,78,84
6,1,101,84
0,2,81,73
5,0,92,90
1,0,80,70
0,1,92,68
0,15,87,69
0,3,88,90
1,0,74,92
0,3,87,76
33,37,58,75
0,1,78,74
0,1,81,83
1,0,82,80
0,10,89,71
1,0,73,73
1,0,90,83
2,0,75,84
0,1,76,88
0,3,91,84
1,0,78,81
0,2,94,88
47,31,92,61
0,1,80,72
0,3,81,74
0,11,77,66
0,3,71,86
50,37,99,77
1,0,72,81
2,0,71,85
41,43,81,76
1,0,75,83
0,1,84,73
2,0,90,58
1,0,92,96
0,1,72,91
0,1,91,74
1,0,86,84
0,15,76,96
2,0,75,79
0,3,63,81
11,39,90,77
2,0,85,85
1,0,66,80
0,7,74,84
45,39,90,71
1,0,100,91
1,0,99,74
4,0,93,88
4,0,71,86
0,13,71,84
1,0,65,81
1,0,71,82
1,0,85,81
6,0,87,73
4,0,96,100
1,0,57,94
0,1,83,91
1,0,91,79
1,0,70,70
1,0,86,68
6,0,92,80
1,0,72,74
0,5,77,83
0,1,86,80
2,0,82,84
0,1,97,84
1,0,88,83
1,0,82,94
1,0,92,85
1,0,70,82
0,1,87,85
1,0,68,97
0,1,66,89
0,1,79,96
0,2,88,91
0,1,83,77
1,0,83,85
1,0,74,87
0,2,61,79
1,0,92,86
1,0,74,105
0,26,78,90
1,0,93,73
0,1,89,87
1,0,91,77
4,20,92,77
0,1,88,79
1,0,89,77
0,1,74,100
1,0,87,73
1,0,88,97
0,3,76,88
1,1,78,79
0,1,93,90
36,40,80,82
0,1,70,78
0,2,80,77
0,1,75,79
1,0,86,85
0,4,84,75
1,0,81,76
4,0,89,79
1,0,74,72
3,0,77,80
39,39,80,88
2,0,87,72
0,2,97,75
2,0,81,85
3,1,72,100
0,2,73,77
47,28,86,80
1,0,100,77
1,0,72,94
0,1,94,74
1,0,86,80
0,1,87,77
41,51,82,93
1,0,91,75
2,0,78,79
1,0,86,75
1,0,93,77
0,18,82,93
0,1,65,87
1,0,88,104
1,0,91,73
2,0,77,77
0,29,88,82
2,0,73,93
2,0,84,81
7,0,103,70
0,1,75,88
3,0,85,89
1,0,78,87
0,3,100,80
0,1,74,96
8,0,86,90
0,5,92,95
3,0,96,76
0,2,83,78
38,42,74,70
3,0,82,98
1,0,88,66
1,0,97,84
0,1,74,73
47,43,85,82
2,0,102,92
1,0,79,88
1,0,86,74
1,0,81,100
44,40,87,80
0,2,84,75
10,1,81,82
2,0,82,72
1,0,96,84
1,0,95,88
0,4,88,73
0,2,93,87
3,0,93,78
2,0,78,83
35,45,76,86
32,41,78,80
1,0,82,109
12,40,89,93
4,0,99,71
1,0,71,71
1,0,77,68
0,3,63,86
4,0,73,82
0,1,81,88
0,1,72,79
1,0,90,80
12,0,90,85
0,6,69,82
0,1,96,84
1,0,80,93
1,0,64,66
1,0,78,69
1,0,81,83
1,0,82,77
0,3,94,78
0,1,92,89
0,1,85,80
1,0,83,72
1,0,75,91
0,1,92,78
0,2,87,92
0,1,69,85
18,47,80,98
1,0,92,82
1,0,84,75
1,0,87,92
1,0,69,73
1,0,73,80
0,1,79,75
0,1,73,62
1,0,80,101
1,0,96,96
1,0,90,83
0,1,73,85
0,2,75,82
1,0,77,70
2,0,81,81
0,3,71,86
0,3,92,101
0,1,86,86
1,0,93,72
9,38,83,84
0,2,93,73
1,0,84,83
0,2,91,90
0,1,92,90
0,1,87,81
1,0,67,69
12,19,83,105
0,2,75,79
0,2,88,102
0,1,105,71
0,1,68,71
1,0,76,96
2,0,92,83
0,16,87,101
1,0,85,92
0,1,73,76
1,0,79,85
0,1,92,83
10,32,80,67
1,0,74,71
5,0,81,84
1,0,87,62
46,40,75,88
6,0,68,96
0,3,98,75
0,2,97,72
1,0,99,70
2,0,107,81
0,1,76,81
1,0,75,80
0,3,78,85
0,1,90,93
1,0,84,93
1,0,95,85
45,42,82,81
0,1,89,90
54,42,91,88
1,0,100,87
38,39,73,76
0,4,93,97
1,0,81,75
1,0,88,80
1,0,74,79
0,3,76,79
0,1,86,96
1,0,72,82
0,2,79,83
1,0,83,89
