"S1","S2"
94,65
73,93
82,76
71,87
90,76
57,67
77,74
70,72
90,70
69,79
86,85
65,83
81,78
83,77
76,79
73,93
72,95
73,84
86,83
85,86
80,71
90,79
86,81
77,85
89,74
76,85
78,89
77,70
78,75
85,75
86,86
83,67
85,75
83,65
89,71
85,74
97,76
78,68
84,68
92,78
80,81
66,76
84,82
69,93
75,81
89,78
91,80
85,66
95,78
82,65
75,74
78,82
87,75
78,75
73,79
79,74
78,100
78,91
81,81
75,78
91,82
84,95
79,68
81,90
72,80
85,84
83,88
66,88
92,83
86,74
68,77
79,82
73,92
63,73
91,69
82,92
88,85
90,61
89,72
79,74
84,82
90,106
84,81
102,81
83,77
99,81
79,93
67,79
89,71
85,91
78,76
91,80
89,104
88,69
93,83
70,93
96,83
85,84
72,82
87,79
85,80
65,71
62,78
75,97
59,79
98,69
92,80
75,74
78,81
88,85
76,83
78,70
76,88
74,88
72,64
93,72
86,83
86,71
85,75
94,87
103,75
78,64
86,74
85,81
62,79
82,83
90,84
77,87
81,78
81,90
67,70
89,69
93,89
94,83
80,90
80,88
67,72
90,78
80,71
84,92
81,85
80,71
88,86
64,85
82,74
86,67
81,64
93,87
103,84
79,80
82,72
72,80
81,63
86,79
90,78
83,87
96,92
89,80
69,92
83,89
67,87
70,92
84,78
81,97
78,86
67,81
70,81
94,79
64,72
77,76
90,85
70,83
105,79
69,85
97,78
80,71
90,79
90,79
83,72
93,78
65,77
91,78
77,97
84,82
85,89
89,89
101,89
84,75
84,73
69,95
75,77
74,94
74,85
63,66
81,79
78,70
79,75
93,71
87,86
94,76
72,85
86,68
89,86
80,95
84,63
91,74
81,77
84,80
80,88
88,70
69,87
72,89
93,78
85,86
85,87
91,87
80,89
76,85
78,83
67,80
79,80
75,74
69,84
71,78
77,81
83,70
70,81
82,87
87,75
91,76
80,67
90,91
82,68
83,71
87,82
71,74
75,77
78,63
83,64
85,64
88,69
82,75
75,78
80,93
64,87
80,96
79,80
76,82
66,80
79,84
76,73
86,86
81,76
72,76
84,80
95,72
97,85
90,80
65,98
87,90
79,81
65,93
81,84
83,83
83,83
82,90
73,80
65,85
81,78
72,62
74,95
81,72
97,75
95,73
76,96
88,81
73,81
66,66
85,84
73,91
96,70
74,91
84,74
75,92
82,74
93,96
93,96
83,62
107,89
81,84
90,66
81,83
84,69
84,80
93,83
93,86
81,87
81,87
78,70
100,86
81,79
70,83
86,80
91,68
80,82
79,86
73,82
81,81
65,75
73,80
86,76
75,90
72,81
83,74
72,66
78,80
79,72
66,89
82,83
78,67
83,75
96,76
85,77
69,78
69,78
76,86
64,86
90,86
60,80
72,93
94,74
86,76
73,77
118,72
66,84
79,75
73,90
77,76
88,74
82,85
78,65
71,97
84,90
82,77
89,72
92,74
85,89
74,84
78,90
75,76
77,79
74,73
87,75
81,84
77,73
80,84
82,82
75,109
88,79
70,88
94,84
60,76
76,80
90,66
78,55
84,89
91,88
74,88
78,83
73,91
81,81
69,85
84,69
86,84
75,86
81,81
85,82
84,69
80,72
87,88
95,77
98,85
71,88
87,75
79,92
58,82
83,66
83,83
87,85
87,78
64,79
78,86
85,77
86,78
92,78
91,70
78,86
103,73
90,93
88,64
83,72
70,76
101,70
74,84
69,79
69,85
93,64
80,81
84,80
90,85
70,63
96,71
93,86
80,66
72,85
84,87
60,67
86,98
80,87
89,85
71,90
77,87
70,72
61,83
91,83
56,71
67,76
70,69
72,66
83,83
71,85
90,70
71,87
87,79
76,62
73,90
93,84
97,87
74,73
87,88
75,100
96,81
83,81
94,85
101,83
75,87
81,87
88,85
83,70
91,73
70,90
82,62
91,82
68,84
75,88
71,88
84,75
71,86
85,83
86,73
92,73
82,65
88,86
67,85
96,76
97,69
89,88
83,74
71,83
82,74
76,75
81,85
97,73
74,77
81,75
76,73
92,68
66,77
81,76
84,101
80,87
80,76
83,73
74,85
90,95
70,74
79,65
95,79
78,83
78,77
87,69
76,80
76,79
81,72
95,81
83,90
76,72
70,78
86,73
77,81
89,79
56,97
73,83
74,72
72,79
82,86
91,105
74,79
76,76
72,74
62,80
65,84
83,95
89,74
68,65
83,87
87,77
79,78
79,87
86,71
76,86
73,89
71,79
76,86
72,81
69,83
80,72
83,70
80,82
88,72
54,75
78,89
95,67
75,84
64,75
74,76
87,89
69,75
73,79
74,84
100,63
99,68
77,82
73,72
73,74
76,80
81,73
85,66
86,69
82,76
65,66
67,77
80,78
96,74
86,77
79,78
83,65
84,85
84,85
62,72
91,69
72,84
83,79
83,84
98,78
87,70
83,102
96,75
110,62
84,76
86,78
76,72
88,83
71,75
95,86
100,82
91,86
78,62
70,76
78,71
70,72
81,100
81,81
79,96
80,79
91,78
97,72
84,84
82,78
82,71
79,74
74,83
79,85
84,87
92,64
78,84
81,69
86,90
79,85
76,97
62,65
73,79
81,67
84,85
89,82
71,74
83,71
72,86
85,90
74,80
97,90
87,74
83,82
81,77
95,73
94,79
60,81
82,67
85,75
83,88
80,78
87,72
69,75
82,92
84,85
84,75
81,86
89,70
74,79
72,77
77,93
91,79
85,67
85,96
85,96
77,61
90,64
79,87
81,70
86,78
80,76
73,89
63,84
65,79
79,76
72,82
87,90
76,87
78,85
75,68
78,73
65,72
97,82
75,96
69,66
87,73
63,77
72,76
82,85
59,83
75,73
62,75
90,71
83,87
90,68
78,77
83,66
71,77
74,86
90,84
87,90
79,74
72,78
73,74
77,97
95,63
65,91
91,71
89,82
78,88
73,80
95,76
79,82
94,81
90,68
88,66
72,72
86,97
85,101
70,88
86,88
95,99
82,72
82,91
82,88
80,75
81,77
81,76
74,76
81,76
87,66
68,93
75,79
77,88
83,77
85,74
80,82
79,69
66,75
79,64
85,70
74,62
87,94
77,76
88,76
62,84
76,95
84,70
72,85
78,70
66,64
91,89
84,80
95,79
68,66
76,96
79,73
77,80
69,99
93,73
76,76
81,81
79,62
77,86
93,77
83,76
62,81
108,81
77,74
74,75
80,65
90,74
73,64
72,68
86,86
103,56
77,68
77,71
69,85
65,92
68,101
69,105
81,82
76,83
84,98
78,88
74,84
82,85
69,73
87,88
76,78
86,83
67,90
69,94
87,78
76,52
81,80
68,73
64,80
75,82
77,88
79,77
82,86
73,95
75,74
81,88
66,85
73,91
65,72
78,68
76,77
89,89
66,81
107,76
83,75
75,76
71,94
82,80
80,71
79,83
69,84
87,78
88,75
72,80
70,85
74,88
73,67
69,90
85,86
80,82
80,73
84,82
76,84
73,75
85,70
72,71
90,91
76,72
73,86
92,72
72,75
72,75
86,71
74,84
83,95
80,93
91,77
83,83
77,85
78,80
70,88
95,83
84,100
71,84
71,84
84,93
80,66
74,83
92,82
88,81
79,89
88,91
85,68
72,84
83,75
95,89
72,84
78,92
86,72
96,84
80,93
87,72
77,97
87,87
59,77
62,92
76,68
83,88
77,81
77,81
75,85
95,86
77,97
82,63
93,82
77,82
76,79
81,69
79,80
81,72
70,79
78,88
83,83
76,71
76,71
80,101
76,69
89,75
109,70
65,86
90,91
79,76
78,86
71,84
82,84
103,80
77,74
70,72
77,74
94,83
78,70
82,76
80,68
68,76
67,78
82,91
80,85
59,83
80,80
88,82
78,82
85,79
75,96
90,82
83,87
62,86
76,76
78,87
74,86
80,81
78,88
94,81
87,91
87,76
98,68
77,82
84,82
79,84
66,91
81,86
78,78
85,74
80,78
84,84
71,86
76,75
73,102
69,68
80,79
79,71
86,84
79,84
80,79
91,77
65,82
70,87
90,75
73,83
73,83
80,75
78,78
71,70
65,84
81,67
80,83
75,83
80,76
91,75
87,78
86,84
84,74
85,72
84,83
72,65
56,74
86,74
91,101
85,85
78,81
89,92
100,83
82,77
91,79
77,78
67,77
85,68
104,78
76,72
64,63
67,58
94,75
79,75
83,92
85,94
73,79
94,88
90,79
78,71
86,67
77,75
78,72
74,79
61,69
79,94
95,90
75,86
88,71
65,82
66,89
79,82
78,62
73,98
86,77
68,73
60,78
77,67
77,90
80,81
73,76
83,78
83,90
82,69
67,84
91,78
83,71
90,79
75,83
84,72
69,79
70,70
70,82
66,66
75,85
68,81
89,83
75,80
95,81
84,73
93,63
83,76
83,76
97,86
93,84
73,80
86,68
79,82
74,83
92,66
88,62
81,86
90,88
75,73
78,85
71,89
80,90
91,78
97,89
85,80
89,77
68,95
87,85
81,89
92,70
83,87
80,86
81,78
83,78
78,87
78,86
78,75
79,82
74,87
87,72
84,90
73,77
73,72
90,64
82,83
99,72
82,76
77,72
80,74
88,69
86,78
77,88
86,70
81,81
81,85
85,83
67,64
83,80
72,84
86,75
74,77
97,85
69,79
75,83
74,70
79,76
77,88
68,76
93,84
78,78
85,84
80,95
83,95
75,73
75,91
81,73
89,74
87,85
89,91
74,79
88,91
77,69
84,82
83,97
83,81
70,65
88,76
80,76
77,73
71,91
68,95
55,87
84,87
96,61
76,85
91,73
87,86
87,62
72,87
84,77
79,84
94,79
72,100
75,74
77,79
74,88
70,82
65,83
78,80
104,64
69,78
67,57
84,81
81,71
79,86
77,68
80,62
91,70
66,84
75,77
76,75
87,71
89,91
94,72
71,77
89,88
74,67
70,79
72,82
79,83
79,78
75,96
81,81
82,87
79,86
79,80
88,86
81,63
78,79
77,81
73,60
71,74
79,70
68,76
95,106
102,80
70,83
69,97
77,77
71,69
73,64
81,88
76,106
83,97
73,77
86,96
78,84
66,75
68,89
76,81
75,75
70,82
90,67
96,76
83,69
82,80
77,86
72,77
90,72
86,87
75,81
55,80
61,66
84,82
93,79
85,79
76,92
77,76
56,80
85,67
70,66
66,99
72,72
70,76
79,95
79,84
73,79
83,68
90,80
80,74
73,76
77,80
81,92
91,75
77,76
89,68
85,68
72,91
60,78
86,82
89,80
87,89
96,99
94,72
74,87
79,93
73,96
77,85
73,68
79,75
76,86
78,93
69,90
86,78
79,73
77,91
70,68
74,79
86,74
85,102
87,78
83,77
74,82
81,74
86,84
87,84
74,70
86,88
78,85
91,94
82,62
71,86
77,96
67,76
88,78
89,79
85,83
68,59
79,74
73,96
74,72
89,79
70,66
87,74
82,70
78,73
79,78
93,80
80,74
77,88
85,79
91,92
93,78
81,79
70,81
69,74
86,85
81,85
86,85
66,94
70,76
63,89
95,69
71,72
71,72
84,99
77,88
85,69
72,52
84,66
74,83
77,76
74,77
66,85
89,87
80,86
90,88
71,94
72,97
75,86
79,76
93,77
84,73
81,82
83,85
82,90
100,91
69,83
99,78
77,83
61,79
69,72
71,89
74,96
89,71
72,73
82,93
71,62
69,67
69,77
76,75
75,85
88,88
78,78
89,78
75,94
76,88
80,74
74,68
92,97
68,83
64,79
77,72
83,66
67,77
74,76
88,71
88,79
64,71
83,81
66,80
94,67
89,72
92,78
85,88
80,85
65,85
101,93
76,79
95,65
84,68
81,78
81,82
79,71
79,77
82,84
76,65
87,78
77,73
65,85
76,71
78,59
100,69
80,80
87,90
79,79
92,74
92,84
74,88
86,78
75,80
62,90
77,90
77,90
87,110
78,71
80,84
82,91
62,87
70,82
79,89
83,87
78,82
73,81
87,78
81,89
77,82
77,82
75,68
72,71
69,96
69,79
84,82
79,78
89,77
84,92
77,86
91,80
72,73
83,88
71,77
86,82
69,79
75,82
83,89
84,74
74,81
70,95
95,66
77,72
85,87
76,69
79,75
83,79
71,85
83,72
79,81
89,85
72,92
80,66
72,82
69,72
89,86
88,93
82,73
82,69
74,94
72,78
89,76
98,89
77,81
81,76
87,90
82,94
71,72
84,80
81,86
94,77
86,68
82,75
72,74
91,97
88,95
81,80
85,86
86,79
70,73
82,73
72,73
87,83
73,85
72,89
73,75
68,58
97,77
65,80
88,77
80,72
81,71
69,72
69,92
87,66
76,72
67,99
87,74
77,84
90,75
73,90
78,84
62,69
74,79
72,80
71,75
84,83
96,72
105,69
79,64
72,88
77,76
86,94
60,101
80,77
74,79
75,71
87,63
88,71
84,89
81,63
79,70
81,83
84,81
95,76
78,90
81,74
71,72
80,83
87,72
74,75
78,82
84,79
81,81
85,77
77,76
83,89
95,81
74,68
87,75
98,90
72,87
78,73
87,96
91,87
71,91
80,89
79,71
80,74
94,78
82,67
75,68
88,62
66,81
86,82
93,77
74,86
67,77
85,84
87,83
94,92
74,93
80,72
72,93
83,81
95,75
73,79
73,70
96,80
77,93
85,69
96,76
84,87
71,81
76,83
85,71
86,84
78,82
78,73
67,90
71,82
91,84
69,79
87,76
74,77
76,87
75,81
77,80
79,81
84,90
80,79
90,75
82,83
63,76
67,87
88,81
76,73
83,75
84,89
78,83
73,84
78,80
99,85
93,74
84,77
72,70
77,78
67,63
85,75
78,75
78,80
78,65
75,76
80,68
76,88
87,80
86,87
97,88
77,71
64,95
87,71
91,80
83,70
96,76
74,83
84,81
77,86
79,73
97,92
77,86
75,80
79,71
74,62
83,83
71,89
68,62
82,101
88,91
78,71
84,75
85,88
79,80
83,67
96,87
76,96
85,85
94,81
81,82
90,69
90,68
87,75
78,75
75,78
72,68
84,71
89,76
84,70
79,75
66,81
79,95
88,86
69,84
69,63
70,80
97,75
79,76
78,88
83,83
83,77
68,75
84,80
81,77
79,87
86,87
76,79
95,81
75,85
61,87
100,84
76,93
83,82
87,87
87,91
72,90
95,99
62,80
83,84
78,79
88,80
60,85
74,77
90,94
84,79
95,83
85,79
82,77
97,82
93,68
76,90
76,78
63,90
87,71
85,75
84,70
90,80
70,61
75,73
83,77
81,87
106,72
80,70
79,72
81,75
94,74
74,86
85,76
70,91
67,84
94,85
81,103
96,75
77,72
65,77
84,89
81,79
56,71
87,75
78,77
84,83
73,81
92,79
76,60
74,78
92,72
61,86
81,73
80,100
87,65
82,78
75,75
84,66
87,75
96,77
73,63
74,73
77,73
84,82
75,91
87,75
91,70
85,80
78,77
81,80
53,93
77,87
78,80
71,91
68,67
79,81
78,97
83,74
83,67
80,80
71,96
77,80
79,102
94,86
76,72
62,75
95,68
82,62
80,93
67,83
79,80
75,80
90,71
82,85
83,83
60,89
82,67
79,91
82,76
93,84
71,77
82,97
92,90
75,89
76,76
84,99
75,75
76,81
84,98
84,79
79,83
74,75
75,79
84,99
73,89
92,74
69,80
85,97
88,78
88,79
80,83
75,92
72,74
75,99
92,74
73,62
78,91
77,80
90,82
96,83
91,70
70,78
67,94
67,76
76,83
80,72
75,82
94,89
71,96
95,77
80,77
80,87
80,82
81,82
69,89
74,65
74,69
82,80
79,76
82,81
86,86
86,86
75,83
75,83
82,82
90,98
75,82
66,76
79,75
80,67
89,89
91,76
83,77
74,62
74,83
91,90
68,80
91,69
86,70
80,72
82,68
82,71
92,77
76,72
68,73
84,76
91,61
89,77
85,84
93,78
94,80
88,79
83,67
76,69
85,85
75,62
69,65
72,74
86,86
85,87
77,81
75,66
76,84
63,91
83,87
63,81
78,83
88,99
68,84
82,87
84,94
85,92
92,77
61,97
78,74
79,90
79,62
68,100
79,88
80,83
76,81
98,88
112,85
64,76
72,78
85,97
83,95
79,68
92,85
78,81
70,81
80,73
83,70
62,79
62,95
90,76
85,80
82,71
86,88
75,80
89,75
80,94
90,83
94,83
69,89
87,101
90,84
82,94
97,79
85,81
92,93
85,74
92,75
76,69
89,69
78,78
94,64
75,90
85,68
81,75
70,79
79,69
83,78
88,85
77,90
83,88
83,95
80,81
62,65
78,73
76,73
71,79
93,95
81,85
78,76
82,98
56,86
76,98
77,70
88,88
77,93
78,63
86,77
85,78
74,98
75,86
80,78
85,65
81,67
71,83
83,84
70,81
98,79
75,59
81,77
74,90
72,81
85,92
78,84
89,89
81,85
67,99
79,74
72,96
72,78
87,89
85,85
77,83
102,57
80,85
80,86
81,77
70,72
90,83
73,75
72,81
68,84
80,76
90,75
72,75
82,82
72,71
76,90
99,70
87,61
74,84
84,77
79,69
72,78
82,90
67,90
79,82
68,73
77,84
63,91
73,84
76,87
89,72
82,91
101,68
86,81
64,80
86,91
93,81
67,94
72,80
82,81
83,85
65,96
70,73
87,85
79,85
75,87
82,80
79,78
82,70
94,88
93,100
73,61
86,75
75,90
74,73
78,72
71,80
82,71
81,76
73,63
76,82
83,72
87,68
74,83
90,79
77,85
72,74
76,79
82,74
97,86
80,86
65,88
69,85
74,81
69,70
77,68
74,87
83,82
96,70
94,71
78,79
67,83
75,85
73,74
75,77
83,78
89,78
87,92
88,75
78,93
84,88
70,83
93,96
75,77
85,85
86,89
94,97
80,74
73,89
77,79
78,80
70,94
95,69
66,73
66,62
84,77
84,78
91,66
78,91
75,76
83,90
66,83
101,61
92,80
98,85
73,82
75,88
81,71
95,80
81,86
78,73
90,79
78,84
74,85
75,78
85,79
74,78
72,78
77,73
77,77
82,79
81,80
84,79
84,79
86,81
71,92
90,88
85,75
85,87
78,88
90,88
75,81
90,86
60,79
66,61
79,92
77,81
98,55
77,77
94,73
95,75
63,77
86,74
82,66
67,89
74,66
66,72
84,63
87,78
74,85
93,66
87,77
80,88
71,73
72,83
71,72
79,70
72,100
84,86
73,71
87,83
70,78
69,63
99,64
78,71
91,70
83,91
74,85
72,89
69,86
86,78
90,88
100,86
72,73
86,71
87,68
91,69
82,91
80,100
82,66
74,83
84,78
91,63
87,77
64,76
96,80
79,82
85,85
89,96
82,86
85,95
90,78
94,86
96,69
77,70
86,73
77,84
74,81
78,70
89,79
90,77
86,92
83,63
82,88
78,82
100,91
83,77
73,76
77,77
86,59
82,98
72,84
90,73
96,79
95,83
80,76
82,85
75,73
100,62
80,75
84,88
103,111
87,74
88,66
79,85
72,97
78,94
96,83
75,75
82,85
78,76
76,87
89,84
74,80
77,74
73,96
82,75
86,84
79,71
79,74
79,80
70,78
79,68
85,83
74,77
77,66
88,81
68,70
83,92
76,91
88,72
70,82
86,80
78,81
85,80
85,84
87,77
83,73
78,88
97,79
69,78
68,92
84,85
82,75
81,79
69,77
93,88
88,93
74,83
71,68
62,95
75,87
78,84
74,85
78,70
67,108
92,70
92,73
85,78
80,94
94,88
79,78
64,85
90,88
82,80
86,71
83,95
90,72
87,77
74,74
70,75
72,70
78,79
70,82
59,93
73,61
79,83
80,79
74,71
85,76
90,77
79,83
85,73
84,84
90,98
85,102
82,87
78,78
74,71
76,74
85,79
96,79
83,92
83,73
91,74
89,81
89,78
76,78
103,78
82,68
98,92
78,85
73,81
82,73
81,84
91,88
89,82
89,68
80,92
109,84
84,89
73,80
75,79
69,75
86,64
82,65
86,72
88,65
78,78
78,61
79,73
95,65
58,76
94,75
81,71
84,78
69,87
78,91
85,81
85,75
75,74
78,76
78,65
86,83
68,92
96,86
66,83
75,85
86,83
80,80
78,83
82,94
80,63
73,84
72,80
75,71
99,87
95,82
67,78
69,87
83,62
73,80
88,71
75,89
84,78
72,81
68,86
70,68
78,81
85,80
92,73
80,86
89,95
76,90
85,70
91,73
93,78
82,80
75,96
81,89
78,101
82,83
75,86
87,84
95,86
72,88
75,68
69,98
83,78
64,84
64,71
87,78
91,67
74,90
65,78
100,98
85,75
71,83
70,96
78,80
77,91
72,72
82,71
81,90
84,86
69,96
68,80
87,94
85,69
70,85
75,75
94,72
78,101
68,70
65,86
83,77
83,77
63,75
79,69
92,77
83,79
85,95
73,78
84,82
72,79
76,70
57,90
90,72
99,86
82,83
82,86
73,74
74,91
77,81
82,87
75,75
83,76
90,77
73,79
73,75
89,72
84,88
68,83
81,81
93,85
77,82
93,91
85,77
70,77
72,86
81,72
88,90
81,92
82,87
80,87
83,87
85,71
98,89
79,74
92,75
97,95
95,77
66,100
73,80
73,87
95,73
88,80
65,74
80,76
79,74
96,91
79,84
71,66
79,81
77,68
77,97
91,91
72,92
82,68
81,86
89,108
84,81
87,70
83,64
64,73
81,81
82,77
79,80
76,89
86,77
65,65
76,82
89,84
94,65
90,83
82,86
75,83
76,92
82,79
92,87
88,83
98,89
94,83
82,86
75,85
91,75
77,82
86,86
75,78
93,74
73,79
83,73
83,73
74,85
89,84
83,89
89,89
93,82
89,75
86,104
69,82
79,80
76,90
81,67
89,82
76,81
82,98
70,76
82,57
94,79
89,69
79,101
92,83
97,77
89,80
77,81
92,74
72,88
71,75
96,70
91,83
79,83
59,81
72,82
71,96
97,88
88,74
77,71
74,85
76,90
102,84
91,68
77,70
73,91
72,87
95,79
80,81
77,72
74,73
90,76
95,72
85,76
79,97
84,84
82,78
86,79
86,80
103,95
76,74
68,87
75,86
78,81
77,75
71,82
73,68
78,71
89,76
92,79
83,94
77,94
79,91
84,85
80,88
82,95
94,91
82,84
82,79
81,68
68,69
93,75
88,89
78,98
67,79
84,75
88,82
88,82
91,102
91,60
90,68
75,89
78,86
78,84
71,90
82,76
79,92
79,78
82,76
60,77
81,75
98,84
84,80
81,97
73,77
72,77
80,72
81,98
85,88
97,76
74,84
91,79
73,72
98,88
73,87
80,89
65,81
80,75
81,94
74,87
72,59
78,80
78,82
83,84
88,90
70,71
77,91
82,63
74,85
75,82
74,86
81,94
83,80
93,77
80,81
78,67
92,86
65,88
55,80
86,81
81,76
67,88
88,83
95,72
100,77
104,71
85,95
80,83
84,79
79,87
99,79
88,72
84,78
79,74
83,75
89,94
76,81
87,91
73,66
76,67
66,69
81,66
85,71
89,85
78,76
88,79
86,93
75,54
70,74
64,82
90,89
77,81
65,74
70,80
87,83
89,78
80,62
83,97
89,70
78,81
79,73
66,58
83,82
87,89
77,88
83,87
111,93
80,86
67,63
70,89
69,68
101,74
75,79
77,75
75,85
83,82
84,72
75,87
74,76
77,100
71,92
92,65
78,65
75,76
86,94
93,82
78,85
79,82
90,94
76,81
104,74
75,81
79,99
83,76
70,77
72,87
83,87
78,63
72,74
84,80
94,84
82,81
88,86
74,78
76,88
104,69
77,76
70,72
88,75
74,70
75,72
71,87
95,75
71,76
74,69
68,91
80,82
83,70
60,77
83,93
74,74
85,89
93,71
91,77
73,87
74,102
70,92
87,62
85,68
64,82
77,83
81,82
66,71
79,89
71,93
65,67
84,85
71,85
95,96
71,74
67,77
88,82
111,75
63,115
75,81
78,62
71,89
67,76
84,89
71,76
84,84
82,70
74,72
87,78
92,70
74,89
92,87
76,78
70,77
77,71
82,71
83,73
65,86
67,74
85,68
90,90
67,78
82,81
74,71
80,77
93,71
80,75
80,88
76,75
70,81
77,65
83,81
71,77
72,91
76,73
77,73
84,64
79,74
90,77
83,63
68,56
72,92
92,66
92,71
83,71
73,93
92,63
72,91
78,88
84,74
70,76
78,85
77,78
66,87
71,82
87,84
93,86
86,80
94,84
79,80
75,78
86,80
76,74
89,82
72,78
101,97
88,80
73,80
80,78
83,96
71,66
63,70
82,97
67,76
83,73
85,67
65,74
82,85
91,70
70,105
79,94
82,76
80,85
84,74
69,68
96,88
79,95
87,90
70,78
97,75
96,71
93,78
74,78
62,76
84,90
67,86
86,61
85,73
83,85
88,84
76,84
81,86
81,86
85,87
78,101
67,79
57,95
86,85
77,82
83,80
78,80
61,68
90,72
81,68
84,72
81,75
76,64
70,88
95,95
72,83
70,89
87,88
76,74
93,76
94,84
74,86
64,69
75,86
72,72
84,71
78,82
76,73
98,82
71,83
83,75
81,69
85,82
93,65
83,80
70,69
76,68
93,73
91,70
85,88
69,83
78,64
81,63
89,95
76,92
85,84
88,78
67,93
83,84
85,82
79,74
82,62
80,74
76,81
87,94
71,76
87,76
58,87
97,72
85,79
82,82
82,82
75,81
74,84
88,99
81,76
83,77
92,75
85,95
86,80
71,81
71,90
79,91
88,67
78,92
73,81
81,71
89,87
87,83
93,91
66,72
82,86
79,78
74,82
81,73
75,87
75,74
75,92
78,90
69,91
68,84
84,87
77,66
67,82
77,64
81,94
71,87
76,90
71,90
88,71
85,87
80,62
87,82
76,59
74,76
78,76
70,70
104,77
68,78
70,77
91,93
77,82
76,88
70,72
72,79
85,91
80,85
72,82
83,85
81,64
78,90
76,94
84,73
82,66
70,76
79,84
86,86
67,64
81,84
72,77
74,72
85,74
72,86
78,101
79,75
88,86
78,90
63,65
90,74
75,77
90,89
87,96
63,67
70,80
76,63
95,72
74,87
87,87
79,87
78,83
80,99
87,87
82,58
73,74
77,99
80,81
78,77
75,78
79,84
84,99
76,77
90,78
90,77
69,79
74,89
81,82
77,79
83,65
80,107
66,71
76,77
71,81
73,87
77,81
105,67
85,73
87,85
62,96
79,76
75,72
88,69
78,73
72,92
68,72
64,84
62,79
86,91
83,60
71,79
76,79
66,72
80,71
94,80
65,81
82,83
80,83
101,73
72,78
69,96
90,89
84,66
70,96
80,75
70,81
91,82
84,82
76,77
88,78
73,88
88,89
81,65
65,83
85,58
82,82
82,76
81,76
65,84
75,76
70,86
96,89
71,74
91,81
89,81
89,90
78,95
79,80
75,65
76,81
71,71
83,84
75,79
82,70
69,78
90,66
95,71
79,93
71,87
78,91
80,85
70,79
69,95
84,73
59,73
70,87
87,74
81,79
85,63
78,71
83,74
89,99
79,80
94,76
87,77
86,84
93,85
81,93
86,68
86,68
80,66
71,73
79,67
75,87
73,87
74,88
75,77
84,69
95,73
70,68
73,77
70,81
86,94
100,89
88,80
70,75
77,81
72,80
68,80
88,77
86,77
80,82
71,88
65,79
72,68
82,79
79,92
69,72
84,81
73,81
89,81
67,76
87,73
68,88
81,59
72,72
81,70
87,92
62,59
82,102
78,94
72,81
88,83
66,76
78,72
78,72
73,71
79,82
76,84
75,99
79,85
82,66
82,66
67,73
88,78
69,75
77,84
83,94
65,78
67,69
91,81
82,76
86,83
88,73
79,75
66,85
66,64
66,76
66,64
74,83
83,68
96,85
86,91
101,81
96,81
83,85
78,93
81,91
87,70
68,69
67,78
68,74
91,90
90,80
78,91
76,80
97,84
81,77
64,73
75,72
88,78
94,87
88,80
80,77
69,82
84,74
92,86
63,77
67,73
92,95
73,67
77,80
76,90
74,90
75,81
79,99
88,82
77,85
80,75
89,90
81,82
77,69
70,75
80,88
77,92
94,79
87,78
73,57
104,76
90,58
79,85
88,84
60,84
73,76
84,72
93,52
88,72
69,73
64,91
61,75
79,88
87,79
72,89
98,75
68,87
79,74
89,90
97,68
66,69
91,80
71,74
93,85
78,92
84,62
91,75
78,90
72,85
79,82
69,74
70,83
80,78
75,81
81,68
84,86
74,80
78,78
79,72
95,84
73,85
70,67
65,79
69,78
83,86
82,69
83,65
80,93
95,77
74,86
83,70
86,86
69,86
80,83
95,81
75,83
80,80
76,78
76,74
82,80
92,78
78,75
89,72
86,90
79,90
74,74
85,71
68,72
90,62
62,90
61,94
82,89
72,79
81,84
86,78
83,98
82,78
86,84
71,86
73,75
78,95
77,83
90,74
93,76
80,67
66,97
81,90
78,83
76,74
100,78
82,97
73,93
84,85
67,85
92,81
81,81
75,82
92,79
73,77
75,88
59,77
95,77
79,84
87,85
79,81
78,84
68,64
77,74
85,87
70,71
91,91
65,86
73,65
81,72
76,82
73,69
83,90
82,91
92,73
73,90
77,79
84,87
89,78
72,65
77,85
76,73
83,75
74,85
90,83
67,78
83,92
89,66
79,78
77,86
96,70
64,67
79,85
101,80
79,75
82,89
71,66
68,65
58,83
76,79
76,84
69,69
74,90
62,83
82,85
82,78
83,82
90,77
63,92
82,80
82,91
85,91
81,69
80,70
73,92
86,85
81,97
79,88
100,92
80,79
74,76
71,95
74,91
75,81
90,93
82,83
70,81
80,85
74,87
76,74
76,92
81,96
69,90
70,85
76,92
84,82
79,88
66,91
78,78
89,78
87,80
80,81
80,83
85,72
77,81
72,78
83,85
83,91
77,97
83,65
77,76
93,73
84,90
82,67
64,74
84,83
83,75
86,78
88,81
74,75
72,83
76,92
77,77
88,86
78,65
77,78
76,92
86,86
73,70
69,78
87,71
106,80
71,89
90,72
83,74
89,80
84,87
77,75
96,88
72,86
84,82
84,93
74,72
68,91
69,91
73,83
83,68
83,68
73,94
64,89
84,73
71,68
64,89
77,100
73,80
78,75
76,77
76,84
84,92
78,85
78,69
90,70
90,70
91,71
76,75
80,81
72,81
70,69
81,73
91,74
80,80
82,70
78,78
87,78
86,87
89,96
84,86
76,72
83,80
70,77
71,65
78,72
81,81
102,81
74,70
83,75
82,76
62,89
72,96
81,77
79,66
83,87
73,82
83,72
83,82
82,75
77,75
76,81
77,76
81,85
74,78
80,69
97,85
101,68
76,74
78,77
66,74
78,80
65,84
90,75
93,76
